(HT)
CrdStt&3
CrdStt&3/4
CrdStt&RnUp
DInt4
DidNotFinish
Disp-3
Disp-RnIn
Disp1
Disp2-Ld3
DispLd
Disqualified
DrewClr
EP
Eased&Crd1
Eased&Crd3
Eased1
Eased1&3
Eased3
EvAw
EvCh
FAw
Fcd-Ck
Fcd-Ck&BdBlk1
Fcd-Ck&BdCrd3/4
Fcd-Ck&Blk1
Fcd-Ck&Blk3
Fcd-Ck&Bmp1/4
Fcd-Ck&Bmp2
Fcd-Ck&Crd
Fcd-Ck&Crd1
Fcd-Ck&Crd1/4
Fcd-Ck&Crd2
Fcd-Ck&Crd3/4
Fcd-Ck&Crd4
Fcd-Ck(HT)
Fcd-Ck1
Fcd-Ck1&1/2
Fcd-Ck1&2
Fcd-Ck1&3
Fcd-Ck1&3/4
Fcd-Ck1/2
Fcd-Ck1/2&4
Fcd-Ck1/4
Fcd-Ck1/4&2
Fcd-Ck1/4&3/4
Fcd-Ck2
Fcd-Ck2&3
Fcd-Ck2&4
Fcd-Ck3
Fcd-Ck3&4
Fcd-Ck3/4
Fcd-Ck4
Fcd-Ck6
Fcd-CkBd1
Fcd-CkCrd1
Fcd-CkCrd2&3/4
Fcd-CkRnIn
Fcd-CkRnUp
Fcd-CkStt
Fcd-CkStt&1
Fcd-CkVW2&Crd
FcdVW&Crd2
FcdVW&CrdRnIn
FcdVW1/2-3
FcdVW2
FcdW2
Fdd
FddRnIn
FnBest
FnCrmp
FnLm
FnWll
Handy- RnIn
Handy-1/2
Handy-2
Handy-3
Handy-3/4
Handy-4
Handy-Crd3
Handy1-2
Handy1-4
Handy1-RnIn
Handy2
Handy2-3/4
Handy3
Handy3-4
HandyFr1
HandyFr1/2
HandyFr1/4
HandyFr2
HandyFr3
HandyFr4
HandyLd3/4
HitRls&Blk1/4
HitRls&Crd1
HitRls&Fcd-Ck1
HitRls1
HitRls1/4
HitRls3/4
HldOn
Imp
Imp(HT)
Imp1
Imp1/4
Imp3/4
In Season
IrishTrial
Lame
Late Arrival
LckdEP
Ld
Ld-1
Ld-1&Blk
Ld-1&FrRnIn
Ld-1/2
Ld-1/2&Fdd
Ld-1/4
Ld-1/4&Bmp(HT)
Ld-1/4&Crd
Ld-1/4&Fr3
Ld-2
Ld-2&LdRnIn
Ld-3
Ld-3/4
Ld-4
Ld-5
Ld-Blk2&3
Ld-Bmp3
Ld-Crd1
Ld-Crd3
Ld-MvdOff3
Ld-NrLn
Ld-Rls
Ld-RnIn
Ld1
Ld1-1/2
Ld1-1/4
Ld1-2
Ld1-3
Ld1-3&Crd
Ld1-3/4
Ld1-4
Ld1-NrLn
Ld1-RnIn
Ld1/2
Ld1/2-3/4
Ld1/2-RnIn
Ld1/4
Ld1/4-4
Ld1/4-4&Bmp
Ld1/4-NrLn
Ld2
Ld2-3
Ld2-3/4
Ld2-4
Ld2-NrLn
Ld2-RnIn
Ld3
Ld3-4
Ld3-NrLn
Ld3-RnIn
Ld3/4
Ld3/4-NrLn
Ld3/4-RnIn
Ld4
Ld4-NrLn
Ld6
LdE
LdE-NrLn
LdNrLn
LdRnIn
LdRnIn-NrLn
LdRnUp
LeftBdStt
LeftClr2
LeftClr4
LongLd
Mid
Mid-Rls
Mid-W
MidStt
MsdBrk
MvdOff&BdBlk1/4
MvdOff&Blk1
MvdOff1
MvdOff1&2
MvdOff2
Non Arrival
NvrShwd
Off Colour
OnWll
Outp
PaceFr2
PckdStt
QAw
Rls
Rls-Mid
RnIn
RnOn
RnOnLate
RnOnWll
RnUp
SAw
SltCrd1
SltCrd1&3/4
SltCrdRnUp
SltCrdRnUp&RnIn
SnClr
SnHandy
SnHandy-1/2
SnHandy-2
SnHandy-3
SnHandy-3/4
SnHandy-4
SnHandy-RnIn
SnLd
SnLd-1
SnLd-1/2
SnLd-1/4
SnLd-2
SnLd-3
SnLd-3/4
SnLd-4
SnLd-NrLn
SnLd-RnIn
SnLd-RnIn&Crd
Stmb&CrdStt
Stmb&Fell3
Stmb1/2
Stmb2
StmbBdStt
StmbSltStt
StmbStt
StrFn
StruckInto2
Stt
StydBst
StydOn
StydOn(HT)
TurnedInTrps
UpWithTrps
VQAw
VSAw
VW
VW1
VW1-2
VW1/4
VW2
W
W&Bmp1
W&Bmp1/4
W&Bmp2
W-Mid
W1
W2
W4
Weight Variation
WnWll
